first name,last name,username,birthday,picture,room,addresses,phone numbers,emails,relationships,pets,meals,allergies,dietary restrictions
 ,KING,kinga1, , , ,"","","","","","","", "", ""
 ,JOHNSON,johnsond0, , , ,"","","","","","","", "", ""
 ,KING,kingj1, , , ,"","","","","","","", "", ""
 ,PHILLIPS,phillipsd1, , , ,"","","","","","","", "", ""
 ,WRIGHT,wrightg0, , , ,"","","","","","","", "", ""
 ,EVANS,evansb1, , , ,"","","","","","","", "", ""
 ,ALLEN,allenc1, , , ,"","","","","","","", "", ""
 ,TURNER,turnerw1, , , ,"","","","","","","", "", ""
 ,PEREZ,perezb0, , , ,"","","","","","","", "", ""
 ,CARTER,cartery2, , , ,"","","","","","","", "", ""
 ,CAMPBELL,campbellr1, , , ,"","","","","","","", "", ""
 ,COX,coxr0, , , ,"","","","","","","", "", ""
 ,PEREZ,perezb1, , , ,"","","","","","","", "", ""
 ,PHILLIPS,phillipso0, , , ,"","","","","","","", "", ""
 ,YOUNG,younga0, , , ,"","","","","","","", "", ""
 ,SANCHEZ,sanchezn1, , , ,"","","","","","","", "", ""
 ,SANCHEZ,sanchezh0, , , ,"","","","","","","", "", ""
 ,GREEN,greeni0, , , ,"","","","","","","", "", ""
 ,JACKSON,jacksonb0, , , ,"","","","","","","", "", ""
 ,CARTER,carterr0, , , ,"","","","","","","", "", ""
 ,HALL,hallg0, , , ,"","","","","","","", "", ""
 ,DIAZ,diazr0, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martinezc1, , , ,"","","","","","","", "", ""
 ,TURNER,turnerb0, , , ,"","","","","","","", "", ""
 ,WALKER,walkera0, , , ,"","","","","","","", "", ""
 ,WALKER,walkerb2, , , ,"","","","","","","", "", ""
 ,MITCHELL,mitchello1, , , ,"","","","","","","", "", ""
 ,CARTER,cartern0, , , ,"","","","","","","", "", ""
 ,DIAZ,diazj0, , , ,"","","","","","","", "", ""
 ,CARTER,carterr0, , , ,"","","","","","","", "", ""
 ,ALLEN,allenb0, , , ,"","","","","","","", "", ""
 ,ROBERTS,robertsz0, , , ,"","","","","","","", "", ""
 ,ROBERTS,robertsd0, , , ,"","","","","","","", "", ""
 ,MITCHELL,mitchelli0, , , ,"","","","","","","", "", ""
 ,DIAZ,diazi0, , , ,"","","","","","","", "", ""
 ,JOHNSON,johnsonj0, , , ,"","","","","","","", "", ""
 ,DIAZ,diazn0, , , ,"","","","","","","", "", ""
 ,WARD,wardz0, , , ,"","","","","","","", "", ""
 ,CARTER,carterc0, , , ,"","","","","","","", "", ""
 ,SCOTT,scottc0, , , ,"","","","","","","", "", ""
 ,SMITH,smitha0, , , ,"","","","","","","", "", ""
 ,ROBERTS,robertsj0, , , ,"","","","","","","", "", ""
 ,WARD,wardo0, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martineza0, , , ,"","","","","","","", "", ""
 ,SMITH,smithz0, , , ,"","","","","","","", "", ""
 ,YOUNG,youngj0, , , ,"","","","","","","", "", ""
 ,SMITH,smithg0, , , ,"","","","","","","", "", ""
 ,WALKER,walkerg0, , , ,"","","","","","","", "", ""
 ,JACKSON,jacksonb0, , , ,"","","","","","","", "", ""
 ,CAMPBELL,campbelli0, , , ,"","","","","","","", "", ""
 ,WALKER,walkerg0, , , ,"","","","","","","", "", ""
 ,WRIGHT,wrightr0, , , ,"","","","","","","", "", ""
 ,CARTER,carterd0, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martinezd0, , , ,"","","","","","","", "", ""
 ,ALLEN,alleng0, , , ,"","","","","","","", "", ""
 ,PEREZ,perezh0, , , ,"","","","","","","", "", ""
 ,SCOTT,scottj0, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martineza0, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martinezh0, , , ,"","","","","","","", "", ""
 ,PEREZ,perezr0, , , ,"","","","","","","", "", ""
 ,THOMAS,thomaso0, , , ,"","","","","","","", "", ""
 ,KING,kingg0, , , ,"","","","","","","", "", ""
 ,PHILLIPS,phillipsn0, , , ,"","","","","","","", "", ""
 ,DIAZ,diazi0, , , ,"","","","","","","", "", ""
 ,MITCHELL,mitchelld0, , , ,"","","","","","","", "", ""
 ,TURNER,turnerc0, , , ,"","","","","","","", "", ""
 ,PHILLIPS,phillipsb0, , , ,"","","","","","","", "", ""
 ,KING,kingz0, , , ,"","","","","","","", "", ""
 ,HALL,hallo0, , , ,"","","","","","","", "", ""
 ,WARD,wardr0, , , ,"","","","","","","", "", ""
 ,JOHNSON,johnsonf0, , , ,"","","","","","","", "", ""
 ,SANCHEZ,sanchezr0, , , ,"","","","","","","", "", ""
 ,THOMAS,thomasc0, , , ,"","","","","","","", "", ""
 ,WALKER,walkerr0, , , ,"","","","","","","", "", ""
 ,EVANS,evansn0, , , ,"","","","","","","", "", ""
 ,KING,kingh0, , , ,"","","","","","","", "", ""
 ,HALL,hallz0, , , ,"","","","","","","", "", ""
 ,CAMPBELL,campbellh0, , , ,"","","","","","","", "", ""
 ,THOMAS,thomasb0, , , ,"","","","","","","", "", ""
 ,CARTER,cartero0, , , ,"","","","","","","", "", ""
 ,JOHNSON,johnsona0, , , ,"","","","","","","", "", ""
 ,ROBERTS,robertsn0, , , ,"","","","","","","", "", ""
 ,ALLEN,allenr0, , , ,"","","","","","","", "", ""
 ,GREEN,greenm0, , , ,"","","","","","","", "", ""
 ,JOHNSON,johnsono0, , , ,"","","","","","","", "", ""
 ,SANCHEZ,sanchezc0, , , ,"","","","","","","", "", ""
 ,ROBERTS,robertsb0, , , ,"","","","","","","", "", ""
 ,WARD,wardo0, , , ,"","","","","","","", "", ""
 ,EVANS,evansg0, , , ,"","","","","","","", "", ""
 ,CAMPBELL,campbelld0, , , ,"","","","","","","", "", ""
 ,JOHNSON,johnsona0, , , ,"","","","","","","", "", ""
 ,DIAZ,diaza0, , , ,"","","","","","","", "", ""
 ,KING,kingb0, , , ,"","","","","","","", "", ""
 ,ROBERTS,robertsb0, , , ,"","","","","","","", "", ""
 ,TURNER,turneri0, , , ,"","","","","","","", "", ""
 ,COX,coxj0, , , ,"","","","","","","", "", ""
 ,CARTER,carterh0, , , ,"","","","","","","", "", ""
 ,RICHARDSON,richardsong0, , , ,"","","","","","","", "", ""
 ,SCOTT,scotty0, , , ,"","","","","","","", "", ""
 ,THOMAS,thomasj0, , , ,"","","","","","","", "", ""
 ,YOUNG,youngg0, , , ,"","","","","","","", "", ""
 ,WRIGHT,wrighto0, , , ,"","","","","","","", "", ""
 ,WARD,warda0, , , ,"","","","","","","", "", ""
 ,MITCHELL,mitchellg0, , , ,"","","","","","","", "", ""
 ,HALL,hallh0, , , ,"","","","","","","", "", ""
 ,GREEN,greena0, , , ,"","","","","","","", "", ""
 ,SCOTT,scottb0, , , ,"","","","","","","", "", ""
 ,PEREZ,perezd0, , , ,"","","","","","","", "", ""
 ,TURNER,turnerg0, , , ,"","","","","","","", "", ""
 ,JACKSON,jacksong0, , , ,"","","","","","","", "", ""
 ,EVANS,evansc0, , , ,"","","","","","","", "", ""
 ,RICHARDSON,richardsonc0, , , ,"","","","","","","", "", ""
 ,TURNER,turnerz0, , , ,"","","","","","","", "", ""
 ,THOMAS,thomasj0, , , ,"","","","","","","", "", ""
 ,RICHARDSON,richardsonc0, , , ,"","","","","","","", "", ""
 ,JOHNSON,johnsonh0, , , ,"","","","","","","", "", ""
 ,ALLEN,allena0, , , ,"","","","","","","", "", ""
 ,PHILLIPS,phillipsz0, , , ,"","","","","","","", "", ""
 ,THOMAS,thomasy0, , , ,"","","","","","","", "", ""
 ,JACKSON,jacksonb0, , , ,"","","","","","","", "", ""
 ,RICHARDSON,richardsono0, , , ,"","","","","","","", "", ""
 ,TURNER,turnerd0, , , ,"","","","","","","", "", ""
 ,GREEN,greenc0, , , ,"","","","","","","", "", ""
 ,GREEN,greeni0, , , ,"","","","","","","", "", ""
 ,SANCHEZ,sanchezn0, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martinezz0, , , ,"","","","","","","", "", ""
 ,BAKER,bakerr0, , , ,"","","","","","","", "", ""
 ,RICHARDSON,richardsono0, , , ,"","","","","","","", "", ""
 ,YOUNG,youngw0, , , ,"","","","","","","", "", ""
 ,CARTER,carterj0, , , ,"","","","","","","", "", ""
 ,SCOTT,scottb1, , , ,"","","","","","","", "", ""
 ,MITCHELL,mitchellr1, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martineza2, , , ,"","","","","","","", "", ""
 ,CARTER,cartero1, , , ,"","","","","","","", "", ""
 ,GREEN,greenn2, , , ,"","","","","","","", "", ""
 ,EVANS,evansj1, , , ,"","","","","","","", "", ""
 ,MARTINEZ,martinezj0, , , ,"","","","","","","", "", ""
 ,ALLEN,allenn0, , , ,"","","","","","","", "", ""
 ,ROBERTS,robertsh0, , , ,"","","","","","","", "", ""
 ,BAKER,bakeri0, , , ,"","","","","","","", "", ""
 ,PHILLIPS,phillipsz1, , , ,"","","","","","","", "", ""
 ,WRIGHT,wrighta0, , , ,"","","","","","","", "", ""
 ,YOUNG,youngx0, , , ,"","","","","","","", "", ""
 ,CARTER,carterc1, , , ,"","","","","","","", "", ""
 ,WARD,wardc0, , , ,"","","","","","","", "", ""
 ,SCOTT,scottc1, , , ,"","","","","","","", "", ""
 ,WRIGHT,wrightc0, , , ,"","","","","","","", "", ""
